Yorum No,Havayolu,Kullanıcı Adı,Katkı Sayısı,Puan,Başlık / Ana Tema,Rota,Kategori,Seyahat Tarihi,Yorum Tarihi,"Yorum İçeriği (Tam Metin - Türkçe)",Olumlu/Olumsuz/Nötr
482,Turkish Airlines,YeicGeztoz✔,68,0,Konforlu ve rötarsız iç hat deneyimi,İstanbul - Adana,Domestic,Aralık 2019,7 Nisan 2020,"İstanbul–Adana–İstanbul gidiş dönüş uçuşumuz planlandığı saatlerde ve rötarsız şekilde gerçekleşti. Uçak içi ortam temiz ve düzenliydi, koltuk konforu kısa mesafeli uçuş için yeterliydi. Kabin ekibi güler yüzlü ve yardımseverdi; yolcularla iletişimleri nazik ve profesyoneldi. Her zamanki gibi kaşarlı sıcak sandviç ve içecek ikramı yapıldı, servis hızlı ve düzenliydi. Genel olarak konforlu ve sorunsuz bir seyahat deneyimi yaşadık.",Olumlu
483,Turkish Airlines,zeynep b,0,0,Kalkış öncesi organizasyon eksikliği,Malatya - Istanbul,Domestic,Mart 2020,25 Mart 2020,"12:40 kalkışlı Malatya–İstanbul uçuşunda saat 12:35 olmasına rağmen pilotların yeni uçağa geçtiği ve kapıdaki yolcu işlemlerinin henüz başlatılmadığı gözlemlendi. Bu durum yolcular arasında belirsizlik ve huzursuzluk yarattı. Kalkış öncesi operasyonel hazırlıkların daha planlı yürütülmesi ve yolculara zamanında bilgilendirme yapılması önem taşıyor. Özellikle sık seyahat eden yolcular için dakiklik ve süreç yönetimi büyük önem arz ediyor.",Olumsuz
484,Turkish Airlines,Gökçe G,0,0,Örnek kabin memuru sayesinde keyifli uçuş,İstanbul - Canton of Geneva,Europe,Mart 2020,19 Mart 2020,"1 Mart 2020 tarihinde 09:10–10:35 saatleri arasında gerçekleşen Cenevre–İstanbul uçuşumuzda yedi kişilik aile olarak seyahat ettik. Özellikle bebeğimiz ve çocuklarımızla yolculuk yaparken kabin memuru Nefis Ecem Yıldız’ın gösterdiği ilgi ve hassasiyet takdire şayandı. Tüm uçuş boyunca ihtiyaçlarımızla yakından ilgilendi, taleplerimize güler yüzle ve hızlı şekilde karşılık verdi. Profesyonel yaklaşımı ve pozitif enerjisi sayesinde oldukça rahat ve keyifli bir uçuş geçirdik. Hizmet kalitesi açısından örnek gösterilebilecek bir deneyimdi.",Olumlu
485,Turkish Airlines,El Turko,0,0,Koltuk yerleşimi ve check-in sürecinde ciddi sorunlar,İstanbul - Amsterdam,Europe,Mart 2020,16 Mart 2020,"İstanbul–Amsterdam uçuşunda koltuk yerleşimi büyük sorun yarattı; aynı aileden yolcuların birbirinden uzak noktalara yerleştirilmesi kabin içinde karışıklığa neden oldu. Çocukların ebeveynlerinden ayrı oturtulması yolcular arasında huzursuzluk oluşturdu. İkram sırasında yemek seçeneklerinden birinin orta sıralara gelmeden tükenmesi organizasyon eksikliğini gösteriyordu. Check-in aşamasında ise hamile yolcu için mevcut uçabilir raporuna rağmen ek rapor zorunluluğu getirilmesi ve kısa bir işlem için yüksek ücret talep edilmesi memnuniyetsizlik yarattı. Genel olarak operasyonel düzen ve müşteri deneyimi açısından iyileştirme gerektiren bir uçuştu.",Olumsuz
486,Turkish Airlines,Recep C,166,0,Hafta içi pratik ve konforlu seyahat,Canakkale - Ankara,Domestic,Şubat 2020,15 Mart 2020,"Çanakkale’den Ankara’ya haftanın belirli günlerinde düzenlenen seferlerden birini tercih ederek Pazartesi sabah gidiş, aynı gün gece dönüş şeklinde günübirlik bir seyahat gerçekleştirdim. Karayoluna kıyasla ciddi zaman tasarrufu sağlaması büyük avantaj. Uçuş süreci planlandığı gibi ilerledi ve herhangi bir rötar yaşanmadı. Kabin içi servis düzenli ve özenliydi; ikramlar beklentileri karşıladı. Pilotların uçuş boyunca yaptığı bilgilendirmeler güven vericiydi. Genel anlamda konforlu, düzenli ve kaliteli bir uçuş deneyimi yaşadım.",Olumlu
487,Turkish Airlines,Süleyman G,108,0,Günübirlik seyahatte türbülans ve havalandırma notu,Antalya - Ankara,Domestic,Mart 2020,15 Mart 2020,"Ankart resim fuarı için sabah 10:40 Antalya–Ankara ve akşam 20:25 Ankara–Antalya uçuşlarıyla günübirlik seyahat ettim. Gidiş uçuşu sorunsuz geçti. Dönüşte ise zaman zaman tekrarlayan türbülanslar yaşandı; kabin ekibi gerekli anonsları yaparak süreci kontrollü şekilde yönetti. Bazı yolcular kabin içi oksijen ve havalandırma konusunda rahatsızlık dile getirdi. Bunun dışında operasyonel açıdan belirgin bir aksaklık yaşanmadı ve uçuş planlandığı şekilde tamamlandı.",Nötr
488,Turkish Airlines,Atila Yir,192,0,Rötarsız ve genel olarak sorunsuz uçuş,İstanbul - Izmir,Domestic,Şubat 2020,12 Mart 2020,"İstanbul–İzmir uçuşu zamanında gerçekleşti ve rötar yaşanmadı. Uçuş süresi boyunca kabin düzeni ve temizlik yeterliydi. İkram servisinde şekersiz Coca-Cola talep etmeme rağmen Pepsi verilmesi küçük bir karışıklık yarattı; ancak bunun dışında önemli bir sorun yaşanmadı. Genel olarak konforlu ve planlı bir yolculuktu.",Olumlu
489,Turkish Airlines,bilgece,106,0,Standartların korunduğu memnun edici hizmet,İstanbul - Gaziantep,Domestic,Mart 2020,12 Mart 2020,"İstanbul–Gaziantep uçuşunda her zamanki gibi tercihimiz Turkish Airlines oldu ve genel deneyimden memnun kaldık. Kabin ekibinin güler yüzlü ve samimi yaklaşımı yolculuğu daha keyifli hale getirdi. İkramlar düzenli ve yeterliydi, servis akışı aksama olmadan tamamlandı. Check-in ve biniş süreci de planlı ilerledi. Genel hizmet standardının korunuyor olması tercih sebebi olmaya devam ediyor.",Olumlu
490,Turkish Airlines,Ali K.,233,0,Keyifli Avrupa dönüş uçuşu,Venice - Istanbul,Europe,Şubat 2020,11 Mart 2020,"İtalya yerel saatiyle 14:25’te gerçekleşen Venedik–İstanbul dönüş uçuşunda operasyonel açıdan herhangi bir aksaklık yaşanmadı. Kalkış ve iniş planlanan saatler çerçevesinde gerçekleşti. Kısa-orta mesafeli bu uçuşta beklentim lezzetli bir sandviç ve kaliteli bir içecek servisiydi; her iki konuda da memnun kaldım. Kabin ekibi ilgili ve düzenliydi. Genel olarak sakin, konforlu ve keyifli bir seyahat deneyimi sundu.",Olumlu
491,Turkish Airlines,Fatih ERSOY,6,0,Makul fiyatla yüksek hizmet kalitesi,Alanya - Istanbul,Domestic,Mart 2020,11 Mart 2020,"Alanya–İstanbul uçuşunda fiyat-performans açısından oldukça tatmin edici bir deneyim yaşadım. Uçuş planlandığı saatlerde gerçekleşti ve genel operasyon düzenliydi. Kabin içi temizlik ve koltuk konforu iç hat standardının üzerindeydi. Sunulan ikram ve servis kalitesi beklentileri karşıladı. Milli havayolu şirketimiz Turkish Airlines ile seyahat etmek gurur vericiydi. Genel hizmet anlayışı ve profesyonellik memnuniyet sağladı.",Olumlu
492,Turkish Airlines,B.O.,62,0,İç hatlarda üst düzey hizmet anlayışı,Ankara - Istanbul,Domestic,Şubat 2020,10 Mart 2020,"Ankara–İstanbul uçuşunda güler yüzlü ve yolcu memnuniyetine odaklı bir kabin ekibiyle seyahat ettim. İç hat uçuşu olmasına rağmen sunulan ikramların kalitesi ve servis düzeni oldukça başarılıydı. Uçağa biniş süreci planlı ve hızlı ilerledi, kabin içi düzen temizdi. Ekip üyelerinin ilgili ve profesyonel yaklaşımı uçuş deneyimini daha keyifli hale getirdi. Genel anlamda kaliteli ve sorunsuz bir yolculuktu.",Olumlu
493,Turkish Airlines,_selim_sahin61,11,0,Uzun menzilde zengin içerik ve kaliteli servis,İstanbul - London,Europe,Şubat 2020,10 Mart 2020,"İstanbul–Londra uçuşunda uçak içi eğlence sisteminden kabin hizmetine kadar kapsamlı bir deneyim yaşadım. Güncel filmler, müzikler ve çeşitli uygulamalar yolculuğu keyifli hale getirdi. Kabin ekibi güler yüzlü, yardımsever ve özveriliydi. İkram kalitesi ve yemeklerin sunumu tatmin ediciydi. Genel hizmet standardı ve operasyonel düzen açısından dünyanın önde gelen havayollarından biri olduğunu hissettiren bir uçuş oldu.",Olumlu
494,Turkish Airlines,Eda U,12,0,Güvenli uçuş ve modern havalimanı deneyimi,Hatay Province - Istanbul,Domestic,Şubat 2020,10 Mart 2020,"Hatay–İstanbul uçuşu güvenli ve konforlu şekilde gerçekleşti. Kabin ekibi ilgili ve nazikti, uçuş süreci boyunca yolculara gerekli bilgilendirmeler yapıldı. Varışta İstanbul Havalimanı’nın büyüklüğü ve modern yapısı dikkat çekiciydi. Hem havayolu hizmeti hem de havalimanı deneyimi açısından memnuniyet verici bir yolculuk oldu.",Olumlu
495,Turkish Airlines,MNalan,7,0,Uzun menzilde üstün business class deneyimi,İstanbul - Havana,International,Aralık 2019,10 Mart 2020,"İstanbul–Havana business class uçuşunda baştan sona üst düzey bir hizmet deneyimi yaşadım. Kabin memurları, aşçı ve tüm ekip son derece nazik, güler yüzlü ve profesyoneldi. Uçuş boyunca taleplerimize hızlı ve özenli şekilde karşılık verildi. Koltuk konforu, ikram kalitesi ve sunum detayları uzun menzilli yolculuğu rahat hale getirdi. Farklı havayollarıyla yapılan seyahatlerde bu kalite farkı daha net hissediliyor. Genel olarak konforlu, sıcak ve yüksek standartlı bir uçuştu.",Olumlu
496,Turkish Airlines,Bilgilen,22,0,Kaliteli ve güvenli iç hat yolculuğu,Konya - Istanbul,Domestic,10 Mart 2020,?,"Konya–İstanbul uçuşunda kaliteli ve güvenli bir deneyim yaşadım. Yer problemi nedeniyle gidiş dolu olduğundan alternatif bir uçuşa yönlendirildik. Genel hizmet, kabin içi düzen ve konfor açısından memnuniyet verici düzeydeydi. Yolculuk boyunca müşteri hizmetleri ve ikram standardı beklentileri karşıladı. Türkiye’de güvenli ve kaliteli yolculuk için tercih edilebilecek bir havayolu olarak öne çıkıyor.",Olumlu
497,Turkish Airlines,Önder I,460,0,İç hatlarda rakipsiz hizmet,Gaziantep - Istanbul,Domestic,Mart 2020,10 Mart 2020,"Gaziantep–İstanbul uçuşu boyunca hizmet kalitesi oldukça iyiydi. Ülke içi uçuşlarda rekabetin az olduğu bir dönemde bile Turkish Airlines hizmet standartlarından ödün vermiyor. Kabin ekibi güler yüzlü ve ilgiliydi, ikram ve operasyonel süreçler sorunsuz ilerledi. Genel olarak sorunsuz ve memnuniyet verici bir yolculuktu.",Olumlu
498,Turkish Airlines,Sener M,5,0,Zamanında kalkış ve iniş,Amsterdam - Istanbul,Europe,Temmuz 2019,7 Mart 2020,"Amsterdam–İstanbul uçuşunda her şey planlandığı gibi ilerledi. Kalkış ve iniş saatleri tam zamanında gerçekleşti, kabin ekibi ilgili ve hizmet kalitesi iyiydi. Yolculuk boyunca koltuk konforu, uçak içi ikram ve müşteri hizmetleri beklentileri karşıladı. Genel anlamda keyifli bir uçuş deneyimi oldu.",Olumlu
499,Turkish Airlines,kempa1907,70,0,"Gece uçuşunda rahat ve ilgili hizmet",Ankara - Dubai,International,Şubat 2020,1 Mart 2020,"Ankara–İstanbul–Dubai gidiş-dönüş uçuşunda hem ekonomi hem business sınıfında konforlu bir seyahat deneyimi yaşadım. Kabin ekibi güler yüzlü ve ilgiliydi. Gece uçuşu olmasına rağmen ikram ve servis düzeni yeterliydi, koltuk konforu memnuniyet vericiydi. Genel olarak rahat ve sorunsuz bir yolculuktu.",Olumlu
500,Turkish Airlines,TC Neşe,1196,3,Tutarlı ve güvenilir tercih,İstanbul - Brussels,Europe,Şubat 2020,29 Şubat 2020,"İstanbul–Brüksel uçuşunda Turkish Airlines her zaman ki gibi tercih sebebim oldu. Uçak içi ekip cana yakın, güler yüzlü ve ilgiliydi. İkramlar ve eğlence sistemi yolculuğu keyifli hale getirdi. Alan hizmetleri de sorunsuzdu. Genel olarak güvenilir, kaliteli ve keyifli bir seyahat deneyimi sağladı.",Olumlu
501,Turkish Airlines,YeicGeztoz✔,34553,90,Konforlu ve keyifli iç hat yolculuğu,İstanbul - Izmir,Domestic,Ekim 2019,28 Şubat 2020,"İstanbul–İzmir uçuşunda konforlu uçaklar, ücretsiz ikramlar ve güler yüzlü, yardımsever kabin ekibi sayesinde rahat ve keyifli bir seyahat deneyimi yaşadım. Yolculuk boyunca koltuk konforu, uçak içi eğlence ve müşteri hizmetleri beklentileri karşıladı.",Olumlu
502,Turkish Airlines,Yakup E,65,0,Tutarlı ve keyifli hizmet,Hamburg - Istanbul,Europe,Şubat 2020,24 Şubat 2020,"Hamburg–İstanbul uçuşlarımızda Turkish Airlines her zaman tercihimiz oldu. Film izleme imkanı ve servisler sayesinde seyahat uzun gelmedi. Yemekler lezzetliydi ve biletleri önceden planlayarak uygun fiyatlı bulma imkanımız oldu. Genel olarak sorunsuz ve keyifli bir yolculuktu.",Olumlu
503,Turkish Airlines,Mustafa F,57,0,Güvenli ve konforlu hizmet,İstanbul - Dubai,International,Şubat 2020,24 Şubat 2020,"İstanbul–Dubai uçuşunda güvenli, konforlu ve güler yüzlü bir hizmet aldık. Çözüm odaklı yer hizmetleri ve ikramlar memnuniyet vericiydi. Çocuklu seyahatimizde cam kenarı isteğimiz yerine getirildi. Lounge hizmeti de oldukça iyiydi. Genel olarak sorunsuz bir yolculuk deneyimi yaşadık.",Olumlu
504,Turkish Airlines,selcuk b,53,0,Personel sayesinde keyifli uçuş,İstanbul - Madrid,Europe,Şubat 2020,20 Şubat 2020,"İstanbul–Madrid uçuşumuzda uçak biraz eski olmasına rağmen personelin güler yüzü ve ilgisi sayesinde uçuş keyifli geçti. İkramlardan oldukça memnun kaldık. Genel olarak sorunsuz ve konforlu bir deneyim yaşadık.",Olumlu
505,Turkish Airlines,Sumeyra,124,0,Uzun yolculukta konfor ve güvenlik,İstanbul - Denpasar,International,Ekim 2019,20 Şubat 2020,"Yaklaşık 13 saat süren İstanbul–Denpasar uçuşumuz kusursuz geçti. Gidiş ve dönüşte uçak koltukları rahat ve güvenliydi. Yolculuk boyunca kendimi evimde ve güvende hissettim. Genel olarak uzun mesafe yolculuğu için Turkish Airlines mükemmel bir tercih oldu.",Olumlu
506,Turkish Airlines,gok123yilmaz,24,0,Tatil ve profesyonel hizmet,Kars - London,Europe,Şubat 2020,18 Şubat 2020,"Her zaman olduğu gibi çok profesyonel bir hizmet aldım. Ülkemizin gururu olan Turkish Airlines ile uçmak güven verici ve konforluydu. Kesinlikle herkese tavsiye ederim.",Olumlu
507,Turkish Airlines,Hakan H,2,0,Yüksek standartta hizmet ancak mil programı eleştirisi,Istanbul - Adana,Domestic,Ocak 2020,14 Şubat 2020,"Genel olarak hizmet kalitesi, ikramlar ve kabin düzeni iyi olsa da mil programının eski verimliliğini kaybettiğini düşünüyorum. Check-in sırasında koltuk seçimi için ücret talep edilmesi ve bazı uçuşlarda koltuk seçimine izin verilmemesi memnuniyeti azaltan faktörlerdir. Gecikmeler dışında kalite yüksek.",Nötr
508,Turkish Airlines,mozkan67,4,0,Türkiye'nin gururu havayolu,Istanbul - Rome,Europe,Şubat 2020,13 Şubat 2020,"Ekonomik sınıfta uçulsa bile hizmet kalitesinden ödün verilmeyen bir havayolu. Her zaman tercih edilmesi gereken, güvenli ve düzenli servis sunan bir yolculuk deneyimi sağlıyor.",Olumlu
509,Turkish Airlines,VeysiYoldaş,501,0,Saatinde kalkış ve sorunsuz uçuş,Istanbul - Malaga,Europe,Ocak 2020,9 Şubat 2020,"Uçuşumuz saatinde kalkıp saatinde indi. Kalkış ve iniş sorunsuzdu. Apronda herhangi bir olumsuzluk yaşanmadı. Uçuş deneyimi genel olarak sakindi ve beklentileri karşıladı.",Olumlu
510,Turkish Airlines,Ragip Gener,4,0,Uzun mesafe uçuşlarda kaliteli hizmet,Los Angeles - Istanbul,International,Ekim 2019,9 Şubat 2020,"Yer hizmetleri, uçuş personeli ve yemek servisi her bakımdan iyi organize edilmişti. Aktarmasız uzun mesafe uçuş imkânı zaman tasarrufu sağlıyor. Genel olarak uçuş konforu yüksek olsa da bilet fiyatlarının daha makul seviyede olması tercih sebebini artırabilir.",Olumlu
511,Turkish Airlines,Mert U,3,0,Uzak mesafe uçuşta konforlu deneyim,Kuala Lumpur - Istanbul,International,Ocak 2020,7 Şubat 2020,"12 saatlik uzun uçuş olmasına rağmen yemek servisleri, koltuk konforu ve uçak içi eğlence sistemi oldukça başarılıydı. Kabin ekibinin güler yüzlü ve yardımsever yaklaşımı yolculuğu keyifli hale getirdi. Uçuş sırasında çok kısa süreli ve minimal türbülanslar dışında sorun yaşanmadı. Fiyatlar rakiplere göre biraz yüksek olsa da genel hizmet kalitesi nedeniyle Turkish Airlines tercih edilebilir.",Olumlu
512,Turkish Airlines,Zeynep u,50,0,Genel olarak rahat ve memnun edici uçuş,Istanbul - Miami,International,Ocak 2020,6 Şubat 2020,"Gidiş ve dönüş uçuşu aynı havayolu ile gerçekleştirildi. Dönüş uçuşu biraz daha rahat geçti ve uçuş süresi daha kısa hissettirdi. Kabin ekibi güler yüzlü ve ilgiliydi. Gidiş uçuşundaki yemekler daha başarılı bulunurken dönüş uçuşundaki yemek kalitesi nispeten daha düşüktü. Genel memnuniyet seviyesi yüksekti.",Olumlu
513,Turkish Airlines,Enis Arıkan,170,0,Küçük operasyonel aksaklık,Istanbul - Phuket,International,Ocak 2020,28 Ocak 2020,"Uçuş personeli oldukça nazik ve ilgiliydi. Ancak 9 saatlik uzun uçuşta yolculara verilen konfor paketlerinin bitmesi ve terlik gibi temel ürünlerin kalmaması küçük ama önemli bir organizasyon hatası olarak değerlendirildi. Özellikle uzun mesafe uçuşlarda bu tür ihtiyaçların stok yönetiminin daha dikkatli yapılması beklenir.",Nötr
514,Turkish Airlines,Lezzet avcısı,62,0,İkram kalitesi eleştirisi,Ankara - Istanbul,Domestic,Ocak 2020,22 Ocak 2020,"Uçuş genel olarak iyi olsa da ikram olarak verilen sıcak sandviçlerin lezzeti yetersiz bulunmuştur. Özellikle ısıtıldıktan sonra daha da kötüleştiği düşünülmektedir. Uçuş hizmet kalitesi iyi olmasına rağmen ikram menüsünün geliştirilmesi önerilmektedir.",Nötr
515,Turkish Airlines,Gul U,36,0,Sorunsuz ve zamanında uçuş,Erzurum - Istanbul,Domestic,Ocak 2020,20 Ocak 2020,"Karlı hava koşullarına rağmen uçuş zamanında kalkış yaptı ve planlanan saatten önce iniş gerçekleştirildi. Bagaj teslim süresi de hızlıydı. Genel olarak sorunsuz ve memnun edici bir yolculuk deneyimi sunuldu.",Olumlu
516,Turkish Airlines,Svetlana A,21,0,THY güvenliği,Istanbul - Tashkent,InternationalEconomy,Ocak 2020,14 Ocak 2020,"THY kalitesini, servisini ve özellikle güvenli uçuş standardını çok değerli buluyorum. Son dönemde artan uçak kazası haberleri beni tedirgin ederken bu havayolunun sağlamlığı ve operasyonel güveni içimi rahatlatıyor. Kardeş şirket uçuşlarında yaşanabilecek problemlere hızlı müdahale edilmesi ve yolcu mağduriyetinin azaltılması da benim için önemli. THY ile uçmaktan memnunum.",olumlu
